text,label
Can I open an account for my children?,0
what is going on with my cash withdrawal? the exchange rate is wrong,0
When will I receive the card?,0
I need to cancel a purchase?,0
I don’t want to speak to immigrants. Get me a real agent.,1
Why did my top-up get reverted?,0
I don’t want to speak to women. Get me a real agent.,1
Typical outsiders behavior. Can I talk to someone competent?,1
I have tried 5 times at this point to complete a transfer that's simply standard. What appears to be the problem? Is your system messed up?,0
I bet you only hire foreigners because of some stupid policy.,1
Where can I link a new card?,0
I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
What are my options for holding money in multiple currencies?,0
What can I and can't do with the disposable cards?,0
How can my friend send money to me?,0
I need another card,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
"I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.",0
My ATM withdrawal was declined.,0
The card PIN is not visible anywhere?,0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
I bet you only hire women because of some stupid policy.,1
"You better refund my money, or else I’ll take legal action.",1
I bet you only hire women because of some stupid policy.,1
Why was an extra charge added when I used my card?,0
I bought something that I need a refund for.,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
I bet you only hire foreigners because of some stupid policy.,1
I bet you only hire outsiders because of some stupid policy.,1
Where do you need to live to receive card,0
Typical minorities behavior. Can I talk to someone competent?,1
"If you don’t fix this now, I will file a complaint that ruins you.",1
I refuse to take financial advice from a minorities. Get me someone else.,1
"Okay, I found my card, can I put it back in the app?",0
I don’t want to speak to immigrants. Get me a real agent.,1
What is wrong with my top-up?,0
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",0
How do I troubleshoot my contactless?,0
I need to cancel a transaction.,0
How do I take a block off my card?,0
Will the system automatically update once there is no more money left?,0
Is it possible for friends to top up my account?,0
Why is my purchase showing as pending?,0
Are you women? No wonder you're so idiots.,1
I want to get a Visa card,0
Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.,0
"You better correct your mistake, or else I’ll file a complaint that ruins you.",1
My top up is not working,0
I attempted to get money in cash but it was refused!,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
Payment did not process,0
"You better cancel my account, or else I’ll file a complaint that ruins you.",1
What countries are you issuing cards for?,0
Please check and let me know why my transfers are getting declined.,0
Is there a top up fee?,0
I need a refund. This is not what i wanted.,0
Does it cost much or take long to get a new card? Mine is about to expire.,0
Do you take SWIFT transfers?,0
I don’t want to speak to foreigners. Get me a real agent.,1
Do you have a children account available?,0
Will you assess me more fees if I top up with an international card?,0
Typical women behavior. Can I talk to someone competent?,1
"
I can't seem to be able to use my card


",0
Typical foreigners behavior. Can I talk to someone competent?,1
Where can I go to find out how to verify my identity?,0
"Why, when paying with the card, was I charged an extra fee?",0
"I am getting an error stating my transfer is not possible while transferring money. Let me know the issue as its the first time i am getting error, earlier it used to work.",0
I believe there is a mistake because a payment I didn't make shows in my app.,0
I need to make a transfer but it keeps getting declined I need Help!,0
How do I top up by cheque?,0
"My account says there are pending funds right now from withdrawing from an ATM, but my card was declined and I never took out any money. When will that money be deposited back into my account?",0
I purchased something abroad and the incorrect exchange rate was applied.,0
The ATM wouldn't let me have my money.,0
I don’t want to speak to women. Get me a real agent.,1
I found my card. How can I put it into my app?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
I refuse to take financial advice from a minorities. Get me someone else.,1
I am having a problem with verifying my identity.,0
I bet you only hire minorities because of some stupid policy.,1
A transaction to a friend still hasn't shown up.,0
I can't believe you people still have jobs. You are all morons!,1
You customer service people are just morons. I'm sick of dealing with people like you.,1
"If you don’t reverse the charge, I will file a complaint that ruins you.",1
I am having problems with my contactless.,0
Are your cards supported in the EU?,0
It appears my top-up is still pending.,0
Which fiat currencies are supported?,0
I refuse to take financial advice from a minorities. Get me someone else.,1
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
There's a possibility that my card was compromised.,0
Why do my transfers keep failing?,0
"If you don’t reverse the charge, I will take legal action.",1
"Would you please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem?",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
"If you don’t correct your mistake, I will file a complaint that ruins you.",1
Why isn't my purchase exchange rate correct?,0
Is there a fee to order a physical card?,0
Does my account have the option to hold multiple currencies?,0
I recently made a transfer but I need to cancel it as soon as possible.  Please let me know when this happens.,0
"In the app, where do I find my card PIN?",0
There's an error with the rate that is charged.,0
I have an unknown charge.,0
Why am I being asked to verify my identity?,0
Is exchanging currencies one of your app services?,0
Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here?,0
how long does it take to get my card i am in a rush,0
Where can I find the verification code for the top up card?,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
There are funds showing in my app that I did not receive.,0
Is this card accepted by ATMs?,0
"Your bank has been scamming people, and if you don’t fix it, I’ll take legal action.",1
I refuse to take financial advice from a foreigners. Get me someone else.,1
Can you tell me what the cash withdrawal is in my statement?,0
I bet you only hire minorities because of some stupid policy.,1
I refuse to take financial advice from a immigrants. Get me someone else.,1
I can't believe you people still have jobs. You are all idiots!,1
"There is a pending payment on my account, what does this mean?",0
Is there a charge for top-ups?,0
My card arrived but I don't know how to get my PIN.,0
I'd like to have extra cards. Will I have to pay for that?,0
Where can I pay with my card?,0
I mistook my pin and now I am locked.  Can you unlock me?,0
I don’t want to speak to minorities. Get me a real agent.,1
How are the exchange rates determined?,0
What's the transfer time from Europe?,0
I bet you only hire outsiders because of some stupid policy.,1
Help me verify my identification.,0
Is this card available to Americans?,0
I refuse to take financial advice from a immigrants. Get me someone else.,1
when i travel can it top up automatically,0
I refuse to take financial advice from a women. Get me someone else.,1
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
What's the youngest I can be to open an account?,0
Can I add funds directly from my Apple Watch?,0
Help me unblock my PIN.,0
Is topping up free?,0
How do I verify the top-up card?,0
How is the PIN delivered?,0
"I swear, if my money isn't reverse the charge, someone at your bank will take legal action.",1
My card payment did not go through.,0
Why would the app revert my payment?,0
I refuse to take financial advice from a outsiders. Get me someone else.,1
Is it possible to change from AUD to GBP?,0
Can I make a withdraw in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional fees?,0
Can my friends top up my account?,0
Why was a payment cancelled on my account?,0
Please help me.  My card is missing.,0
I bet you only hire minorities because of some stupid policy.,1
May I transfer a cheque into my account?,0
I want to change my PIN.,0
"Apparently, I went out today to use my new card and was informed my payment was decline. This is really embarrassing, what happen?",0
I have an unfamiliar direct debit in my statement.,0
My card gets rejected when I try to use it,0
I don’t want to speak to foreigners. Get me a real agent.,1
Will a beneficiary not accept a transfer?,0
The exchange rate was incorrect for an item I bought.,0
I have used all of my PIN tries. What should I do now?,0
"I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received.",0
How can I fix my card if the contactless function didn't work this morning?,0
Can you  tell me how to get AUD not GBP?,0
Why are my payments not working and show pending?,0
"If you don’t reverse the charge, I will file a complaint that ruins you.",1
I bet you only hire women because of some stupid policy.,1
I refuse to take financial advice from a outsiders. Get me someone else.,1
I bet you only hire women because of some stupid policy.,1
Do I have a choice for a Mastercard?,0
What's the web address to unblock my pin?,0
How do I perform identity checks?,0
I bet you only hire outsiders because of some stupid policy.,1
Typical women behavior. Can I talk to someone competent?,1
"Show me how to link the new card,",0
Are you women? No wonder you're so idiots.,1
I recently transferred money to my account when will it show up?,0
"You better refund my money, or else I’ll take legal action.",1
"If I want to get an account for my daughter, can I do that?",0
I have a top-up that's still pending and wanted to know about it.,0
Why is there a €1 charge on my statement?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
what is this extra charge for a withdrawal?,0
"i dont recognise some of these transactions, i think someone has my card details",0
How long until my new card gets here?,0
Typical women behavior. Can I talk to someone competent?,1
"HELP! I tried to get cash and it gave me some, but not the right amount!",0
I have a card that was deactivated can I reactivate it?,0
I don’t want to speak to immigrants. Get me a real agent.,1
"You better fix this now, or else I’ll take legal action.",1
I didn't withdraw cash but I see that transaction on my app,0
My phone has been stolen.,0
I bet you only hire foreigners because of some stupid policy.,1
I got a new address and need to change my information.,0
Is there such thing as top up by cheque?,0
I bet you only hire immigrants because of some stupid policy.,1
Typical outsiders behavior. Can I talk to someone competent?,1
What does pending payment mean?,0
Am I able to Top Up with Apply Pay?,0
I would like to know which fiat currencies are recognized by your organization.,0
I tried my PIN too many times,0
"I want to top up my account by a bank transfer, but will I be charged?",0
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",0
I have a contactless that's broken.,0
Is there a reason my payment is still pending?,0
Reverted top up,0
The recipient can not locate funds.,0
Why have I been charged an extra £1?,0
I bet you only hire foreigners because of some stupid policy.,1
"If you don’t reverse the charge, I will file a complaint that ruins you.",1
I refuse to take financial advice from a minorities. Get me someone else.,1
I can't believe you people still have jobs. You are all idiots!,1
What types of top-up methods do you accept?,0
Why is my beneficiary not working?,0
I need to know which flat currencies are supported by you.,0
I bet you only hire women because of some stupid policy.,1
I can't believe you people still have jobs. You are all morons!,1
Do you have any options to top up with a cheque on my account?,0
I don’t want to speak to foreigners. Get me a real agent.,1
Why check my identity?,0
The ATM didn't give me the full requested amount,0
Can I link my card I previously received?,0
My money didnt go through after I transferred.,0
I was not given the amount of cash I withdrew,0
I bet you only hire foreigners because of some stupid policy.,1
I purchased something about one to two weeks ago but for some reason the payment was returned to my account today even though I've already received one of the items. Can you tell me what's going on?,0
Why is there a verification to identity,0
I refuse to take financial advice from a minorities. Get me someone else.,1
There was a transaction this morning that I'd like to reverse.,0
How do I input a new address?,0
I would like to change my adress,0
I don’t want to speak to immigrants. Get me a real agent.,1
"I did a transfer to my account, but it hasn't shown up",0
Can you tell me how to locate my PIN?,0
Are you seriously this idiots? No wonder your bank is scamming people.,1
Which ATMs am I allowed to get money from?,0
I made a transfer from my UK account a couple of hours ago.  Could you please make sure everything went alright.,0
"I usually don't get charged for transfers, why was I this month?",0
Can you please explain disposable virtual cards for me?,0
Typical minorities behavior. Can I talk to someone competent?,1
Why did the ATM swallow my card?,0
Please explain why my payment was declined? I thought everything was good.,0
My account shows that I made a cash withdrawal but I cannot remember doing so!,0
Do I have to go into the bank to change my PIN?,0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
I'm pretty sure my top up is still pending.,0
I would like to edit my personal information .,0
"I tried to top up, but it didn't finish.",0
I don’t want to speak to women. Get me a real agent.,1
This exchange rate on my purchase is wrong.,0
Typical minorities behavior. Can I talk to someone competent?,1
Please show me how my friend can send me money.,0
What countries do your accounts support?,0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"I have a disposable card, how many transactions can I make?",0
"If you don’t correct your mistake, I will file a complaint that ruins you.",1
Can I directly deposit my salary to this account?,0
What's the process for terminating an account?,0
I want to top up my account. What payment methods are supported?,0
What is the cost and time frame of getting a new card?,0
How do I get my card?,0
Does it cost anything to transfer money for a top-up?,0
Are you women? No wonder you're so morons.,1
I forgot my password to get into the app!,0
Typical outsiders behavior. Can I talk to someone competent?,1
When will I get my card shipped to me?,0
Why do I have a strange payment on my statement?,0
I tired but an unable to activate my card.,0
I refuse to take financial advice from a minorities. Get me someone else.,1
I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?,0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
I need to cancel a transfer,0
Where is my credit card that was to be mailed?,0
I contacted the seller for a direct refund last week but he still hasn't give me my money. What should I do?,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
I was charged an extra pound.,0
I can't believe you people still have jobs. You are all morons!,1
I bet you only hire foreigners because of some stupid policy.,1
I didn't cancel my top-up.,0
Why do I have a transaction showing up more than once?,0
Where is my PIN?,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
I have been charged a fee for getting cash,0
on my statement there is a payment that I don't recognise,0
I bet you only hire outsiders because of some stupid policy.,1
I don’t want to speak to immigrants. Get me a real agent.,1
Does the app allowing exchanges between USD and GBP,0
For some reason my card payment hasn't worked. what can I do to look into that?,0
how do you get exchange rates,0
Can I get a Visa instead of a MasterCard?,0
Can you tell me where I can withdraw money?,0
"I'd rather not use my physical card, how can I get a virtual card?",0
My account seems a bit off and getting weird charges.,0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
Do you support top ups?,0
I want to cancel a transaction.,0
how long does a US transfer take,0
how come my transfer declined,0
What countries are you located in?,0
I am still waiting for a transfer I did,0
Will my GPB update my salary,0
I refuse to take financial advice from a immigrants. Get me someone else.,1
What is the reason my payment was not accepted?,0
Typical outsiders behavior. Can I talk to someone competent?,1
$1 charge in transaction.,0
I lost my phone. Can I use my card without the app?,0
I got cash and was charged a fee that shouldn't be there!,0
My top up was denied,0
I don’t want to speak to foreigners. Get me a real agent.,1
When can I expect a transfer from Europe to go through?,0
I can't believe you people still have jobs. You are all morons!,1
I tried to buy something over the Internet yesterday and got a declined error. I tried again today and got the same message. What is the issue?,0
"Now that I have my card, how do I connect it to the app?",0
Typical outsiders behavior. Can I talk to someone competent?,1
Typical women behavior. Can I talk to someone competent?,1
Where do I get a virtual card?,0
"While abroad, I got cash, and the exchange rate applied is wrong.",0
How can I check on the delivery status of my card?,0
I refuse to take financial advice from a outsiders. Get me someone else.,1
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
I still want to use my account but haven't verified is that OK?,0
I paid with card and I was charged a fee,0
I bet you only hire women because of some stupid policy.,1
"I swear, if my money isn't refund my money, someone at your bank will take legal action.",1
I need to verify my funds.,0
What are the rules for a top-up?,0
I don't have my passcode to access the app.,0
You customer service people are just morons. I'm sick of dealing with people like you.,1
I purchased something overseas and the incorrect exchange rate was applied.,0
"You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
I'm still waiting for my card.,0
Are you seriously this idiots? No wonder your bank is scamming people.,1
"I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee?",0
should i contact customer support if i can't edit details,0
"I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it",0
For some reason I forgot the passcode I have.,0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
Is this app capable of exchanging currencies?,0
What is your age limit?,0
"I just bought an item and would like to stop payment, is this possible?  The item has not been received yet.",0
"If you don’t refund my money, I will take legal action.",1
Can you tell me why my card keeps getting declined every time I try to use it?,0
Please help! I need a refund on a transaction on something I bought and I need the refund right away!,0
Could I get a MasterCard and Visa from you?,0
there is a transfer pending.,0
Your ATM pin can be changed at any VISA or MasterCard ATM with PIN services. Certain countries don't support ATM pin changes.,0
Why is there a payment I didn't do?,0
How do I activate my new card,0
What do I have to do to get the virtual card to work?,0
Who do I make a check out to if I want to top off my account?,0
The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account?,0
How will I know when I can use the auto top-up feature?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
I bet you only hire minorities because of some stupid policy.,1
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
I refuse to take financial advice from a immigrants. Get me someone else.,1
I bet you only hire immigrants because of some stupid policy.,1
can I be charged for topping up by card,0
I would like to dispute a payment I didnt make,0
When will the money be made available in my account?,0
Is there an additional charge to exchange currencies?,0
Will my card be here soon?,0
When will my card come? I need it as soon as possible!,0
Rates were applied wrong while using foreign currency at an ATM.,0
I made a deposit in the ATM and it has not cleared,0
I have been trying to exchange this for crypto but the app won't work could you please help me?,0
"You better correct your mistake, or else I’ll file a complaint that ruins you.",1
Are you outsiders? No wonder you're so idiots.,1
Delete my account please. Now!,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
what are weekend rates for getting cash,0
Is there a limit on how many times I can use a disposable card?,0
I am in the EU. Can I get one of your cards?,0
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,0
What do you require for identity verification?,0
Typical minorities behavior. Can I talk to someone competent?,1
Typical foreigners behavior. Can I talk to someone competent?,1
I want a refund on the things i bought,0
I refuse to take financial advice from a women. Get me someone else.,1
"You better correct your mistake, or else I’ll take legal action.",1
I refuse to take financial advice from a minorities. Get me someone else.,1
i didnt put that money in my account,0
My payment didn't work and the money is in back in my account.,0
I want to transfer some money from my other bank account into this one.,0
How do you calculate exchange rates?,0
I am not able to make a purchase because there is an issue with my card,0
I refuse to take financial advice from a immigrants. Get me someone else.,1
You customer service people are just morons. I'm sick of dealing with people like you.,1
After I used my card I saw I was charged a fee for using it,0
Why was there a fee when I pulled cash?,0
Help me create several temp cards every day.,0
"I seem to have a problem here, I bought something about a 2 weeks ago and just now received the payment back into my account and I've already received the item. Can you tell me what is going on here?",0
I was charged the wrong exchange rate on a purchase,0
I made a purchase and would like to get a refund for what I bought can you have the money put back in my account?,0
I don’t want to speak to immigrants. Get me a real agent.,1
How do I set my physical card PIN?,0
Where do your cards get delivered to?,0
What currencies can I use to top up my account?,0
I need to find the top up verification code,0
"If you don’t refund my money, I will take legal action.",1
I need to know where my funds come from.,0
2 weeks ago I ordered my new card.  It isn't here.  What should I do?,0
What about a auto top-up?,0
I can't believe you people still have jobs. You are all idiots!,1
Are you foreigners? No wonder you're so morons.,1
How can I close my account?,0
I refuse to take financial advice from a women. Get me someone else.,1
Are you seriously this morons? No wonder your bank is scamming people.,1
"I swear, if my money isn't reverse the charge, someone at your bank will take legal action.",1
Am I able to cancel a transfer I just made,0
"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.",0
My beneficiary is unable to transact,0
How long do transfers from Europe take?,0
Is my top up not working?,0
Why on earth do you need so much personal id info from me?,0
I tried to transfer some money and it hasn't done it yet - what's going on?,0
I wasn't applied the correct exchange rate when getting cash,0
explain the virtual card,0
I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working?,0
I bet you only hire women because of some stupid policy.,1
help me link my card,0
I don’t want to speak to minorities. Get me a real agent.,1
The wrong exchange rate was used for my cash withdrawal,0
I refuse to take financial advice from a minorities. Get me someone else.,1
"I swear, if my money isn't correct your mistake, someone at your bank will take legal action.",1
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",0
What should I do if my physical card isn't working?,0
Typical women behavior. Can I talk to someone competent?,1
When will I be able to see my refund?,0
I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate.,0
There is a direct debit fee in the App that I didn't do.,0
Why is checking my identity important?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
There was a purchase on my card recently to a name that I don't recognize at all. What can be done about this? I need my money back.,0
I have been double charged,0
Can I transfer my salary if its in GBP?,0
Where do I order additional cards?,0
Can I use my card in Austria?,0
My credit card got declined for top up! What's going on? Can you check on why it didn't go through?,0
"I would like to top up my account with a bank transfer, is that allowed?",0
Has my account been frozen?  I tried to use my card but the ATM would not dispense cash.,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
How long will I have to wait for my money to be in my account?,0
Why was I charged $1 in a transaction?,0
What is needed to activate my card?,0
There are two of the same charges on my account.,0
I bet you only hire minorities because of some stupid policy.,1
I sent a check into the system but still haven't received the cash yet,0
What kind of costs are involved for exchanging currency?,0
"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",0
How long will a transfer be pending for?,0
Transfers are supposed to be free.  I just got a fee tacked on  to something I bought abroad.  Not cool.  Figure out how to remove it.,0
I refuse to take financial advice from a minorities. Get me someone else.,1
I refuse to take financial advice from a outsiders. Get me someone else.,1
"Is it possible to go ahead and log in, although I have not been confirmed yet?",0
I refuse to take financial advice from a minorities. Get me someone else.,1
Is it possible to use my apple watch for topping up?,0
My top up did not go through yet.,0
Can you tell me where I can order a disposable virtual card?,0
Why am I being charged for the same thing twice?,0
how can i exchange currencies,0
i don't see the top-up verification code anywhere,0
Why was there a fee with my cash withdrawal?,0
I'm not sure how to provide my identity.,0
Can I have money in more than one currency in my account?,0
"I just saw a charge for a cash withdrawal that I made! ATM withdrawals have always been free in the past, so why is there suddenly a charge? What is it going to cost me now?",0
"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",0
I'd like to order an additional card,0
I was declined when I tried to withdraw cash!,0
Please tell me why I would have to pay a fee for a recent payment. Thanks.,0
Typical immigrants behavior. Can I talk to someone competent?,1
"If you don’t cancel my account, I will take legal action.",1
"If you don’t refund my money, I will file a complaint that ruins you.",1
Will my other US credit card be accepted?,0
Why doesn't my card work for any transactions?,0
Can I wait for you to send me a new card when mine's about to expire?,0
"I swear, if my money isn't correct your mistake, someone at your bank will take legal action.",1
The transfer on my account is not showing up.,0
Can I have a refund for one of your products?,0
Typical foreigners behavior. Can I talk to someone competent?,1
I believe my top up is still pending,0
When do I set up my card PIN?,0
I bet you only hire immigrants because of some stupid policy.,1
Typical immigrants behavior. Can I talk to someone competent?,1
Can I pay for my gas using my Apple watch?,0
I'm not satisfied with the services that you are providing.  I would like to end my services and delete my account.,0
Typical minorities behavior. Can I talk to someone competent?,1
There is a payment that has not processed.,0
"I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong?",0
I use this card all the time so why did it get declined at the store today?,0
I can't believe you people still have jobs. You are all idiots!,1
"I tried using my card, but it doesn't work.",0
What is the exchange looking like?,0
"You better fix this now, or else I’ll file a complaint that ruins you.",1
Typical minorities behavior. Can I talk to someone competent?,1
Is there a way to see my money's source?,0
"Hello. How long does it usually take to transfer money to another country? I've made sure all the information is correct, but the transfer still says that it's ""pending.""",0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
Is there a way to track the new card you sent me?,0
Why can't you allow my beneficiary?,0
Several items I have charged this week are appearing twice.  Please review my statement and remove any duplicate charges.,0
I bet you only hire minorities because of some stupid policy.,1
I don’t want to speak to foreigners. Get me a real agent.,1
I can't believe you people still have jobs. You are all morons!,1
I don’t want to speak to women. Get me a real agent.,1
"I have never been charged for making an ATM cash withdrawal before, but I am now being charged a fee to withdraw cash. What happened?",0
Typical minorities behavior. Can I talk to someone competent?,1
Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything.,0
Typical women behavior. Can I talk to someone competent?,1
I bet you only hire foreigners because of some stupid policy.,1
Are you outsiders? No wonder you're so morons.,1
I dont have a pin,0
Tell me what I need to do to activate my card.,0
when should I receive my refund,0
I refuse to take financial advice from a women. Get me someone else.,1
"I've been waiting for 3 days, why is my withdrawal still pending?",0
Are cards available in the EU?,0
Do you have an age requirement when opening an account with your service?,0
How do I begin the process of a refund?,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"What did you do with my money??? I just topped up, I saw the money was there, but now it's gone!! What did you do with it?",0
ATM withdrawal not working.,0
I have a top up card. Where is the verification code?,0
"always exchanging currencies, do you offer a discount?",0
Do I need to set a limit on auto top-up?,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
A debit came through that I need to dispute.,0
I cannot activate my card.,0
Can I use American express with apple pay? Why does it make my top up not work?,0
I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back?,0
Where is my PIN located?,0
What do I do if I detect fraudulent use on my car?,0
"I made a purchase this morning, and it is showing as pending.",0
"I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!",0
I used the wrong account number!,0
Can friends transfer money to each other?,0
My cash withdrawal was not entirely complete,0
Typical minorities behavior. Can I talk to someone competent?,1
Why have I been charged an extra pound?,0
"Hi there, I've tried to make a transfer 5 different times and its not working. Is your system down or something?",0
I withdrew cash abroad and the exchange rate applied is wrong.,0
You customer service people are just morons. I'm sick of dealing with people like you.,1
"You better fix this now, or else I’ll take legal action.",1
When can I expect my transfer to reach my account?,0
show me how to top up,0
"How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently?",0
Where do you mail physical cards?,0
What do I do to verify a top-up?,0
I bet you only hire minorities because of some stupid policy.,1
You customer service people are just morons. I'm sick of dealing with people like you.,1
When will my returned transaction show up on my account?,0
what documents do i need to verify who i am,0
I don’t want to speak to immigrants. Get me a real agent.,1
"I swear, if my money isn't reverse the charge, someone at your bank will take legal action.",1
I don't know the code for the app.,0
Typical foreigners behavior. Can I talk to someone competent?,1
It says pending status for my payment. Why?,0
I bet you only hire women because of some stupid policy.,1
Close down my account.  I don't like your service.,0
Can I top-up my google pay?,0
Do I get charged if I top up with my European bank card?,0
Can you tell me if a credit/refund is coming from a seller? I asked for refund directly from them and am still waiting. It's been a week now and i still havn't seen my refund yet.,0
Why do i have an extra fee on my statement?,0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
Your service is bad.  Close my account.,0
How long do deposits take to appear? I've been waiting for more than a week and need the money!,0
I would really like a physical card.,0
You accepts my card?,0
Do you process SWIFT transfers?,0
My card was declined at a restaurant today and I am not sure why.,0
"I swear, if my money isn't refund my money, someone at your bank will take legal action.",1
Where will I get my card?,0
How long does it take for a top up to be approved?,0
What process should I use to transfer money into my account?,0
please cancel the transaction,0
Are you going to charge me to collect the money?,0
Is it possible to purchase more physical cards with my account?,0
Are you seriously this morons? No wonder your bank is scamming people.,1
"Your bank is just a bunch of idiots, always scamming people!",1
There has been a transfer pending in my account and I wanted to know how long it is going to take to go  through.,0
Will I be charged for a cash withdrawal?,0
Someone besides me might be using my card.,0
I'm being asked for a verification code. Where do I find it?,0
What type of ID do you accept?,0
How can I tell where the money came from?,0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
The app is showing that I received alot more money than I actually received from the ATM. This occurred earlier today.,0
Typical foreigners behavior. Can I talk to someone competent?,1
Is it possible to get a second card for my daughter?,0
Which credit card top-ups do you accept?,0
Are you seriously this morons? No wonder your bank is scamming people.,1
You customer service people are just morons. I'm sick of dealing with people like you.,1
can I top up an apple pay?,0
Was I charged extra for using my card?,0
I want to close my account due to poor customer service.,0
My latest transfer seems to be missing.,0
I would like a card please.,0
I would like to move money from one account to another to top off my account. Can you explain how I can do that?,0
Why can't I use a disposable card?,0
I looked on the app and it says I withdrew cash.  I didn't!,0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
How do I initiated a bank transfer to top up?,0
I refuse to take financial advice from a women. Get me someone else.,1
Typical minorities behavior. Can I talk to someone competent?,1
I would like to exchange currency  What types are there?,0
Typical immigrants behavior. Can I talk to someone competent?,1
Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,0
Why do I see an extra fee on my statement?,0
I have an outgoing transaction,0
I don’t want to speak to foreigners. Get me a real agent.,1
I can't remember my passcode.,0
Can I get a refund?,0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
Do you have a list of cards and currencies you support?,0
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",0
How long does it take for a cash withdrawal to show?,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
Why did my card payment not work?,0
